seed,severity,modality,regime,estimator,threshold,abstention_rate,coverage_defect,coverage_ok,roc_auc,pr_auc,brier,recall,precision,f1,escape_rate,overkill_rate,true_negative,false_positive,false_negative,true_positive
123,2.0,vision,inline,xgboost,0.034999999999999996,0.03776223776223776,0.9050772626931567,0.8664122137404581,0.9705651888175522,0.9820640460910515,0.06209383082023263,0.9955849889624724,0.7381342062193126,0.8477443609022557,0.004415011037527594,0.6106870229007634,102,160,2,451
123,2.0,process,inline,xgboost,0.005,0.15524475524475526,0.5849889624724062,0.9580152671755725,0.8471133916384409,0.8997872900916912,0.21448360205744058,1.0,0.6335664335664336,0.7756849315068494,0.0,1.0,0,262,0,453
123,2.0,fusion,inline,xgboost,0.01,0.15524475524475526,0.6710816777041942,0.9312977099236641,0.9757764184486797,0.9851055258350521,0.09146007389782994,1.0,0.814748201438849,0.8979187314172448,0.0,0.3931297709923664,159,103,0,453
123,3.0,vision,inline,xgboost,0.055,0.12027972027972028,0.8852097130242825,0.8702290076335878,0.915668233827073,0.9498130498887165,0.1141608803319946,1.0,0.6527377521613833,0.7898866608544028,0.0,0.9198473282442748,21,241,0,453
123,3.0,process,inline,xgboost,0.005,0.15524475524475526,0.5849889624724062,0.9580152671755725,0.8471133916384409,0.8997872900916912,0.21448360205744058,1.0,0.6335664335664336,0.7756849315068494,0.0,1.0,0,262,0,453
123,3.0,fusion,inline,xgboost,0.045,0.027972027972027972,0.6600441501103753,0.9389312977099237,0.9303961714102758,0.9561238400649366,0.14449362864512375,0.9889624724061811,0.764505119453925,0.8623676612127045,0.011037527593818985,0.5267175572519084,124,138,5,448
2024,0.5,vision,inline,xgboost,0.015,0.08251748251748252,0.9249448123620309,0.9007633587786259,0.9994439108235174,0.9996913508517286,0.007657451298758369,1.0,0.884765625,0.938860103626943,0.0,0.22519083969465647,203,59,0,453
2024,0.5,process,inline,xgboost,0.015,0.2811188811188811,0.7527593818984547,0.9618320610687023,0.8296050081728258,0.9015027680827371,0.1788734535260703,1.0,0.6335664335664336,0.7756849315068494,0.0,1.0,0,262,0,453
2024,0.5,fusion,inline,xgboost,0.015,0.08951048951048951,0.9094922737306843,0.9122137404580153,0.9996545506630943,0.999804894803474,0.007148881506363782,1.0,0.9207317073170732,0.9587301587301588,0.0,0.14885496183206107,223,39,0,453
2024,1.0,vision,inline,xgboost,0.01,0.0937062937062937,0.9094922737306843,0.8854961832061069,0.9965539322245252,0.998252450059684,0.015715056670048064,0.9977924944812362,0.7985865724381626,0.887144259077527,0.002207505518763797,0.4351145038167939,148,114,1,452
